validation_row,source_example_id,source_split,task_type,operation_group,scenario,tool_call_count,deck_id,source_pack_id,deck_identity,original_user_request,confirmation_gated,deck_recovered,deck_slide_count,expected_slide_no,expected_arguments,rewrite_type,rewritten_user_request,hardness_score,hardness_tags,difficulty,eligible,selected,selected_task_id,exclusion_reason,selection_status
50,editing::batch_09::edit_deck_a8538b7f29b5__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_a8538b7f29b5,sp_v5_evaluating_the_impact_of_early_childhood_education_on_long_term_cognitive_develo,batch_09:deck_a8538b7f29b5,Slide 3 looks plain. Could you add a simple decorative image to it? Thanks!,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
51,editing::batch_09::edit_deck_a8538b7f29b5__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_a8538b7f29b5,sp_v5_evaluating_the_impact_of_early_childhood_education_on_long_term_cognitive_develo,batch_09:deck_a8538b7f29b5,Hi — slide 4 looks plain. Could you add a simple decorative image to it?,false,true,11,4,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Why Understanding the Long-Term Cognitive Impact of Early Childhood Education is Crucial”.""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,"Add exactly one decorative image to the slide titled “Why Understanding the Long-Term Cognitive Impact of Early Childhood Education is Crucial” with this visual intent: “Decorative illustrative graphic evoking the theme of “Why Understanding the Long-Term Cognitive Impact of Early Childhood Education is Crucial”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the scope definition slide—not the agenda or title slide.",7,semantic_title_target|citation_preservation|long_deck|similar_title_distractor,medium,true,true,hard_single_021,,selected
52,editing::batch_12::edit_deck_c88a66fba87d__adapt_for_5_min_001,validation,deck_editing,edit_content|edit_content,adapt_for_5_min,2,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Hi — i only have 5 minutes to present this. Can you tighten the deck to fit?,true,false,0,,,,,,,,false,false,,unsupported_or_multi_operation_signature,excluded:unsupported_or_multi_operation_signature
53,editing::batch_12::edit_deck_c88a66fba87d__change_layout_001,validation,deck_editing,set_layout,change_layout,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 10 is a long bullet list. Could you give it a more structured layout? Thanks!,false,true,10,10,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Synthesis and Recommendations for EU AI Governance Policy” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,true,hard_single_044,,selected
54,editing::batch_12::edit_deck_c88a66fba87d__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 9 feels redundant. Can you remove it to make the deck a bit shorter?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
55,editing::batch_12::edit_deck_c88a66fba87d__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 4 feels redundant. Can you remove it to make the deck a bit shorter? Thanks!,true,true,10,4,{},target_number_to_unique_title,"Delete only the slide titled “Current Deployment Contexts of AI Technologies in the European Union” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,false,,,eligible_not_selected
56,editing::batch_12::edit_deck_c88a66fba87d__improve_slide_001,validation,deck_editing,edit_content,improve_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 7 feels weak. Can you make it better? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
57,editing::batch_12::edit_deck_c88a66fba87d__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Hi — could you add a short transition slide after slide 3 to introduce the next part?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
58,editing::batch_12::edit_deck_c88a66fba87d__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Hi — could you add a short transition slide after slide 4 to introduce the next part?,true,true,10,4,"{""after_slide_no"": 4, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Privacy and Civil Liberties Risks from AI""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Privacy and Civil Liberties Risks from AI” directly after the slide titled “Current Deployment Contexts of AI Technologies in the European Union”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_040,,selected
59,editing::batch_12::edit_deck_c88a66fba87d__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you move slide 10 to right after slide 3 to improve the flow? Thanks!,true,true,10,10,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title,"Move the slide titled “Synthesis and Recommendations for EU AI Governance Policy” so it appears directly after the slide titled “Why AI Governance Frameworks in the EU Are a Critical Policy Challenge”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide.",11,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_039,,selected
60,editing::batch_12::edit_deck_c88a66fba87d__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you move slide 9 to right after slide 3 to improve the flow? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
61,editing::batch_12::edit_deck_c88a66fba87d__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you switch slide 3 to a TwoColumn layout? Keep the text the same.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
62,editing::batch_12::edit_deck_c88a66fba87d__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you switch slide 4 to a TwoColumn layout? Keep the text the same.,false,true,10,4,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Current Deployment Contexts of AI Technologies in the European Union” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
63,editing::batch_12::edit_deck_c88a66fba87d__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you give slide 4 a sharper title? Keep the content as is. Thanks!,false,true,10,4,"{""new_title"": ""AI Board Scientific Panel Advisory Forum""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “Current Deployment Contexts of AI Technologies in the European Union”, replace only the title with “AI Board Scientific Panel Advisory Forum”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_047,,selected
64,editing::batch_12::edit_deck_c88a66fba87d__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Could you give slide 5 a sharper title? Keep the content as is.,false,true,10,5,"{""new_title"": ""Current evidence gives section only indirect""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “Privacy and Civil Liberties Risks from AI Deployments in the EU”, replace only the title with “Current evidence gives section only indirect”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
65,editing::batch_12::edit_deck_c88a66fba87d__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,"Please rephrase slide 3 more clearly, but keep the citation “Sources: op.europa.eu; digital-strategy.ec.europa.eu; oecd.org”. Thanks!",false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
66,editing::batch_12::edit_deck_c88a66fba87d__rewrite_title_001,validation,deck_editing,edit_slide,rewrite_title,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Hi — the title of slide 3 (“Why AI Governance Frameworks in the EU Are a Critical Policy Challenge”) could be clearer. Can you improve it?,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
67,editing::batch_12::edit_deck_c88a66fba87d__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 4 looks plain. Could you add a simple decorative image to it?,false,true,10,4,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Current Deployment Contexts of AI Technologies in the European Union”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “Current Deployment Contexts of AI Technologies in the European Union” with this visual intent: “Decorative illustrative graphic evoking the theme of “Current Deployment Contexts of AI Technologies in the European Union”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
68,editing::batch_12::edit_deck_c88a66fba87d__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,Slide 10 looks plain. Could you add a simple decorative image to it?,false,true,10,10,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Synthesis and Recommendations for EU AI Governance Policy”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “Synthesis and Recommendations for EU AI Governance Policy” with this visual intent: “Decorative illustrative graphic evoking the theme of “Synthesis and Recommendations for EU AI Governance Policy”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_041,,selected
69,editing::batch_14::edit_deck_99e7bdad085a__adapt_for_5_min_001,validation,deck_editing,edit_content|edit_content,adapt_for_5_min,2,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — i only have 5 minutes to present this. Can you tighten the deck to fit?,true,false,0,,,,,,,,false,false,,unsupported_or_multi_operation_signature,excluded:unsupported_or_multi_operation_signature
70,editing::batch_14::edit_deck_99e7bdad085a__change_layout_001,validation,deck_editing,set_layout,change_layout,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Slide 9 is a long bullet list. Could you give it a more structured layout?,false,true,9,9,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Synthesizing Insights: Equity-Driven Decisions for Urban Housing Affordability” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
71,editing::batch_14::edit_deck_99e7bdad085a__compress_slide_001,validation,deck_editing,edit_content,compress_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Slide 9 (“Synthesizing Insights: Equity-Driven Decisions for Urban Housing Affordability”) feels too text-heavy. Please make it shorter but keep the citation.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
72,editing::batch_14::edit_deck_99e7bdad085a__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — slide 5 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,9,5,{},target_number_to_unique_title,"Delete only the slide titled “Empirical Evidence on Housing Affordability Outcomes Across Socioeconomic Strata” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,false,,,eligible_not_selected
73,editing::batch_14::edit_deck_99e7bdad085a__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Slide 6 feels redundant. Can you remove it to make the deck a bit shorter? Thanks!,true,true,9,6,{},target_number_to_unique_title,"Delete only the slide titled “Equity and Distributional Impacts: Who Benefits and Who Bears the Burden?” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,true,hard_single_020,,selected
74,editing::batch_14::edit_deck_99e7bdad085a__improve_slide_001,validation,deck_editing,edit_content,improve_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Slide 6 feels weak. Can you make it better? Thanks!,true,true,9,6,"{""instruction"": ""Strengthen only the bullet wording so the slide's claim is more precise."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened,"On the slide titled “Equity and Distributional Impacts: Who Benefits and Who Bears the Burden?”, strengthen only the bullet wording so the slide's claim is more precise. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",8,semantic_title_target|citation_preservation|content_transformation|long_deck,hard,true,true,hard_single_036,,selected
75,editing::batch_14::edit_deck_99e7bdad085a__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — could you add a short transition slide after slide 3 to introduce the next part?,true,true,9,3,"{""after_slide_no"": 3, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Identifying Stakeholders: Socioeconomic Groups and Vulnerabilities in""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Identifying Stakeholders: Socioeconomic Groups and Vulnerabilities in” directly after the slide titled “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_049,,selected
76,editing::batch_14::edit_deck_99e7bdad085a__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Could you add a short transition slide after slide 4 to introduce the next part?,true,true,9,4,"{""after_slide_no"": 4, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Empirical Evidence on Housing Affordability Outcomes Across""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Empirical Evidence on Housing Affordability Outcomes Across” directly after the slide titled “Identifying Stakeholders: Socioeconomic Groups and Vulnerabilities in Housing Markets”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,false,,,eligible_not_selected
77,editing::batch_14::edit_deck_99e7bdad085a__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Could you move slide 9 to right after slide 3 to improve the flow?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
78,editing::batch_14::edit_deck_99e7bdad085a__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Could you move slide 8 to right after slide 3 to improve the flow? Thanks!,true,true,9,8,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title,"Move the slide titled “Limitations and Evidence Gaps in Understanding Socioeconomic Housing Affordability” so it appears directly after the slide titled “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide.",11,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_032,,selected
79,editing::batch_14::edit_deck_99e7bdad085a__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Could you switch slide 3 to a TwoColumn layout? Keep the text the same. Thanks!,false,true,9,3,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,true,hard_single_024,,selected
80,editing::batch_14::edit_deck_99e7bdad085a__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — could you switch slide 4 to a TwoColumn layout? Keep the text the same.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
81,editing::batch_14::edit_deck_99e7bdad085a__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Could you give slide 3 a sharper title? Keep the content as is.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
82,editing::batch_14::edit_deck_99e7bdad085a__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — could you give slide 4 a sharper title? Keep the content as is.,false,true,9,4,"{""new_title"": ""Housing Affordability Data System HADS set""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “Identifying Stakeholders: Socioeconomic Groups and Vulnerabilities in Housing Markets”, replace only the title with “Housing Affordability Data System HADS set”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_043,,selected
83,editing::batch_14::edit_deck_99e7bdad085a__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,"Please rephrase slide 3 more clearly, but keep the citation “Sources: census.gov; oecd.org”. Thanks!",false,true,9,3,"{""instruction"": ""Rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened,"On the slide titled “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics”, rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",8,semantic_title_target|citation_preservation|content_transformation|long_deck,hard,true,true,hard_single_015,,selected
84,editing::batch_14::edit_deck_99e7bdad085a__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Slide 3 looks plain. Could you add a simple decorative image to it? Thanks!,false,true,9,3,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics” with this visual intent: “Decorative illustrative graphic evoking the theme of “Urban Housing Affordability Challenges: Socioeconomic Stakes and Spatial Dynamics”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
85,editing::batch_14::edit_deck_99e7bdad085a__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,Hi — slide 5 looks plain. Could you add a simple decorative image to it?,false,true,9,5,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Empirical Evidence on Housing Affordability Outcomes Across Socioeconomic Strata”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “Empirical Evidence on Housing Affordability Outcomes Across Socioeconomic Strata” with this visual intent: “Decorative illustrative graphic evoking the theme of “Empirical Evidence on Housing Affordability Outcomes Across Socioeconomic Strata”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_035,,selected
86,editing::batch_16::edit_deck_625e1395dd0a__adapt_for_5_min_001,validation,deck_editing,edit_content|edit_content,adapt_for_5_min,2,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — i only have 5 minutes to present this. Can you tighten the deck to fit?,true,false,0,,,,,,,,false,false,,unsupported_or_multi_operation_signature,excluded:unsupported_or_multi_operation_signature
87,editing::batch_16::edit_deck_625e1395dd0a__change_layout_001,validation,deck_editing,set_layout,change_layout,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — slide 10 is a long bullet list. Could you give it a more structured layout?,false,true,10,10,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Synthesis and Recommendations: Navigating AI Governance to Mitigate Bias” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
88,editing::batch_16::edit_deck_625e1395dd0a__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — slide 6 feels redundant. Can you remove it to make the deck a bit shorter?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
89,editing::batch_16::edit_deck_625e1395dd0a__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — slide 7 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,10,7,{},target_number_to_unique_title,"Delete only the slide titled “A Concrete Case Study: Governance Lessons from a Notable AI Deployment” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,false,,,eligible_not_selected
90,editing::batch_16::edit_deck_625e1395dd0a__expand_slide_001,validation,deck_editing,edit_content,expand_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — slide 4 (“Real-World AI Deployments: Contexts Where Bias Emerges”) is a bit thin. Can you develop it a little more using the same source?,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
91,editing::batch_16::edit_deck_625e1395dd0a__improve_slide_001,validation,deck_editing,edit_slide,improve_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Slide 7 feels weak. Can you make it better?,true,true,10,7,"{""new_title"": ""Current evidence gives section only indirect""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “A Concrete Case Study: Governance Lessons from a Notable AI Deployment”, replace only the title with “Current evidence gives section only indirect”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_030,,selected
92,editing::batch_16::edit_deck_625e1395dd0a__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you add a short transition slide after slide 3 to introduce the next part?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
93,editing::batch_16::edit_deck_625e1395dd0a__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Hi — could you add a short transition slide after slide 4 to introduce the next part?,true,true,10,4,"{""after_slide_no"": 4, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Privacy and Civil Liberties Under AI Governance""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Privacy and Civil Liberties Under AI Governance” directly after the slide titled “Real-World AI Deployments: Contexts Where Bias Emerges”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_033,,selected
